app,mode,destination,source,distance,price
Uber,UberXL,Haymarket Square,Beacon Hill,1.33,13.0
Lyft,Lyft XL,Back Bay,Northeastern University,1.33,10.5
Lyft,Lux Black,North End,West End,1.05,16.5
Lyft,Shared,Boston University,North Station,3.24,7.0
Lyft,Shared,Beacon Hill,North End,1.54,5.0
Lyft,Lux,Financial District,Boston University,4.49,26.0
Uber,Black,Back Bay,North End,2.84,25.0
Lyft,Lyft XL,Back Bay,Fenway,1.47,19.5
Lyft,Lyft,West End,South Station,1.72,9.0
Uber,UberXL,Financial District,South Station,0.54,10.5
Uber,UberXL,Beacon Hill,Fenway,2.46,15.0
Uber,UberPool,Fenway,Theatre District,2.66,10.5
Lyft,Lyft,North End,Beacon Hill,1.57,9.0
Uber,UberXL,West End,North End,1.11,12.0
Uber,UberX,Boston University,Back Bay,1.44,8.5
Uber,WAV,Boston University,Back Bay,1.39,8.0
Lyft,Lux Black XL,Theatre District,Northeastern University,2.01,30.0
Uber,UberXL,Northeastern University,West End,3.08,16.5
Uber,UberX,South Station,Beacon Hill,2.48,9.0
Lyft,Shared,North End,Financial District,1.01,3.0
Uber,WAV,Financial District,Fenway,4.4,22.5
Uber,Black SUV,Beacon Hill,North End,1.79,29.5
Uber,UberXL,West End,Boston University,3.04,16.0
Uber,UberPool,South Station,Beacon Hill,2.48,9.0
Uber,UberX,Northeastern University,West End,3.08,10.5
Lyft,Shared,North Station,North End,1.03,3.0
Lyft,Lyft XL,Boston University,Beacon Hill,2.33,16.5
Uber,UberX,West End,Boston University,3.04,9.5
Uber,Black SUV,Northeastern University,Back Bay,1.22,26.5
Lyft,Lux Black,West End,Fenway,2.83,38.0
Lyft,Lyft XL,Haymarket Square,Financial District,1.01,11.0
Uber,UberX,Fenway,West End,2.84,15.0
Lyft,Lux,Northeastern University,Back Bay,1.08,13.5
Uber,UberPool,South Station,Beacon Hill,1.35,7.0
Uber,UberX,Northeastern University,West End,3.27,12.5
Uber,UberPool,North End,Financial District,1.21,8.5
Uber,Black,South Station,Back Bay,1.68,18.5
Uber,Black,South Station,Financial District,0.39,16.0
Lyft,Lux,Northeastern University,West End,3.01,19.5
Uber,Black SUV,Back Bay,Northeastern University,1.64,26.5
Uber,Black SUV,Fenway,Financial District,4.48,39.5
Lyft,Shared,Haymarket Square,Back Bay,2.33,7.0
Lyft,Lux Black,North End,Financial District,1.01,16.5
Uber,UberXL,Boston University,West End,2.8,17.0
Lyft,Lux Black XL,North End,Back Bay,2.66,34.0
Uber,UberPool,Fenway,Theatre District,2.66,8.5
Lyft,Lux Black XL,West End,Fenway,2.8,34.0
Uber,WAV,Northeastern University,North Station,3.31,10.5
Lyft,Shared,Beacon Hill,North End,1.75,7.0
Uber,UberX,Fenway,West End,2.84,11.0
Lyft,Lux Black XL,West End,Boston University,3.06,32.5
Lyft,Lyft,West End,Northeastern University,2.82,10.5
Uber,UberX,North End,Financial District,1.21,7.5
Uber,UberX,Boston University,Theatre District,2.62,10.5
Lyft,Shared,West End,South Station,1.72,7.0
Lyft,Lux Black,Boston University,Theatre District,4.8,32.5
Uber,Black SUV,Financial District,Fenway,3.64,39.5
Uber,Black,Haymarket Square,Beacon Hill,1.23,16.5
Lyft,Lux,Boston University,Beacon Hill,2.28,16.5
Lyft,Lyft,Back Bay,Boston University,1.53,7.0
Uber,UberPool,North Station,North End,1.03,5.5
Uber,UberPool,Beacon Hill,Boston University,2.79,8.0
Uber,Black SUV,Fenway,West End,2.84,35.0
Uber,WAV,West End,South Station,1.97,10.5
Uber,UberX,South Station,Theatre District,0.55,7.0
Uber,Black SUV,Financial District,Northeastern University,4.55,44.0
Uber,UberXL,Haymarket Square,Financial District,1.25,11.5
Lyft,Lux Black XL,South Station,Financial District,0.45,27.5
Lyft,Lux Black,Back Bay,Haymarket Square,2.39,22.5
Uber,Black,Northeastern University,Back Bay,1.22,16.0
Uber,Black SUV,Theatre District,Haymarket Square,1.16,27.5
Lyft,Lyft,West End,Fenway,2.81,11.0
Lyft,Lyft,Financial District,Boston University,4.5,13.5
Lyft,Lyft XL,North End,Back Bay,3.16,27.5
Uber,Black,Haymarket Square,Back Bay,2.32,22.5
Uber,UberX,Northeastern University,Back Bay,1.1,7.0
Lyft,Lyft,Fenway,West End,2.94,10.5
Lyft,Lux,Fenway,North Station,3.17,19.5
Uber,UberX,South Station,Theatre District,0.55,7.5
Lyft,Lux Black,North End,North Station,1.04,16.5
Uber,UberXL,Beacon Hill,North End,1.9,16.0
Uber,Black SUV,Beacon Hill,Haymarket Square,0.91,27.5
Lyft,Shared,North Station,Haymarket Square,0.59,3.0
Lyft,Lux,Back Bay,Fenway,1.43,13.5
Lyft,Lyft,North Station,Haymarket Square,0.57,7.0
Lyft,Shared,Haymarket Square,West End,0.77,3.5
Uber,Black,Back Bay,Northeastern University,1.64,18.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.37,27.5
Lyft,Lux Black,Boston University,West End,2.87,22.5
Lyft,Lyft,Back Bay,North End,2.8,11.0
Lyft,Lyft,Fenway,North Station,3.19,11.0
Lyft,Lux Black,Back Bay,Fenway,1.43,16.5
Uber,UberXL,Back Bay,South Station,1.89,17.5
Uber,Black SUV,Financial District,Northeastern University,4.55,36.0
Lyft,Lyft XL,Back Bay,Fenway,1.45,13.5
Uber,UberPool,Boston University,North Station,3.01,9.0
Lyft,Lux Black XL,Theatre District,Northeastern University,1.99,30.0
Lyft,Lux Black,South Station,Back Bay,1.39,19.5
Uber,Black SUV,Fenway,Beacon Hill,2.32,29.0
Uber,UberXL,South Station,Theatre District,0.55,11.5
Lyft,Lux,South Station,Theatre District,0.56,11.0
Lyft,Lux Black XL,Boston University,Theatre District,4.71,45.5
Lyft,Lyft XL,North End,Beacon Hill,2.15,13.5
Uber,UberX,Back Bay,Fenway,1.5,7.0
Uber,Black SUV,West End,South Station,1.85,28.5
Lyft,Lyft,Beacon Hill,Northeastern University,2.41,9.0
Lyft,Lyft,South Station,Financial District,0.43,5.0
Uber,Black SUV,South Station,West End,1.33,27.0
Uber,WAV,Theatre District,Haymarket Square,1.18,9.5
Uber,WAV,North End,Financial District,1.21,7.0
Uber,UberX,Back Bay,North End,2.84,13.5
Uber,UberX,Beacon Hill,Haymarket Square,1.36,8.5
Lyft,Lyft XL,Theatre District,North End,1.53,16.5
Lyft,Lux Black XL,Northeastern University,Beacon Hill,2.46,30.0
Lyft,Lux Black XL,Fenway,Back Bay,1.38,34.0
Lyft,Lux Black XL,North End,Theatre District,1.73,27.5
Uber,Black,Back Bay,Boston University,1.56,17.5
Uber,Black SUV,South Station,Theatre District,0.55,27.5
Uber,Black SUV,North Station,Northeastern University,3.22,36.0
Lyft,Lyft,Haymarket Square,West End,0.8,7.0
Uber,Black SUV,Boston University,West End,2.8,30.5
Uber,WAV,West End,Fenway,2.71,11.5
Lyft,Lyft,Theatre District,Fenway,2.73,10.5
Lyft,Shared,Haymarket Square,North Station,0.72,5.0
Uber,UberPool,Theatre District,Haymarket Square,1.16,10.0
Uber,Black,North Station,South Station,2.29,18.5
Lyft,Lyft,West End,South Station,1.65,9.0
Uber,UberX,North Station,South Station,1.5,9.5
Lyft,Lux Black XL,South Station,Back Bay,1.32,30.0
Uber,UberXL,Financial District,North End,1.04,13.0
Lyft,Shared,Boston University,West End,2.85,5.0
Lyft,Lux Black XL,Back Bay,Boston University,1.95,26.0
Uber,Black SUV,West End,Northeastern University,2.86,32.0
Lyft,Lux Black,South Station,Back Bay,1.38,19.5
Lyft,Lux,Back Bay,Boston University,2.08,16.5
Uber,UberXL,Haymarket Square,Back Bay,2.2,16.0
Uber,WAV,Fenway,Back Bay,1.34,8.0
Uber,Black SUV,Northeastern University,North Station,3.3,35.0
Uber,WAV,Northeastern University,West End,3.15,10.5
Lyft,Lyft,Boston University,West End,2.91,11.0
Lyft,Lux Black XL,Beacon Hill,North End,1.54,30.0
Uber,UberXL,North Station,Northeastern University,3.22,18.0
Uber,Black SUV,Theatre District,North End,1.41,27.5
Uber,WAV,Theatre District,South Station,1.3,9.5
Uber,Black SUV,South Station,North Station,2.17,28.5
Lyft,Lux Black XL,West End,Boston University,3.07,34.0
Lyft,Lux,Theatre District,North End,1.55,13.5
Uber,Black SUV,Financial District,South Station,0.65,27.5
Uber,UberX,Back Bay,Boston University,1.51,8.0
Uber,UberX,Theatre District,Northeastern University,1.91,8.5
Lyft,Lux,South Station,Back Bay,1.4,13.5
Lyft,Lux,Fenway,Beacon Hill,2.35,19.5
Lyft,Lux Black,Back Bay,Boston University,1.58,19.5
Lyft,Lux Black XL,Financial District,South Station,0.59,27.5
Uber,Black,Northeastern University,Back Bay,1.08,16.0
Lyft,Lyft XL,North Station,Northeastern University,3.22,16.5
Lyft,Lyft XL,Northeastern University,Theatre District,2.14,16.5
Uber,WAV,North Station,Fenway,3.07,10.5
Uber,UberPool,Theatre District,South Station,1.3,7.5
Uber,WAV,Boston University,North Station,3.01,10.5
Lyft,Lyft XL,Northeastern University,Financial District,4.15,22.5
Lyft,Lux,North Station,Fenway,3.23,26.0
Uber,UberXL,Haymarket Square,Back Bay,2.32,17.0
Uber,UberXL,West End,South Station,2.82,15.0
Uber,UberPool,North Station,Fenway,3.07,9.0
Uber,WAV,North Station,Boston University,3.39,10.5
Uber,Black SUV,Theatre District,North End,1.41,27.5
Uber,UberX,North End,Financial District,1.23,7.0
Uber,Black SUV,North End,Financial District,1.21,27.0
Lyft,Lux Black XL,Northeastern University,Back Bay,1.11,27.5
Lyft,Shared,Northeastern University,Theatre District,2.92,7.0
Uber,UberPool,West End,Northeastern University,2.86,10.0
Uber,UberX,Back Bay,North End,2.84,10.5
Uber,UberX,North Station,Northeastern University,3.13,12.5
Lyft,Lux Black,Back Bay,Northeastern University,1.42,16.5
Uber,UberPool,South Station,Theatre District,0.55,7.5
Lyft,Lyft,Theatre District,Haymarket Square,1.23,9.0
Uber,UberPool,Theatre District,South Station,1.28,7.5
Uber,UberPool,North End,West End,0.98,7.0
Lyft,Shared,Fenway,Financial District,4.53,9.0
Uber,Black,Fenway,Beacon Hill,2.37,22.5
Lyft,Lyft XL,North End,Back Bay,3.01,19.5
Uber,Black SUV,Theatre District,Boston University,2.98,36.0
Uber,Black,West End,Haymarket Square,0.68,16.0
Uber,Black SUV,Back Bay,Fenway,1.5,25.0
Uber,UberX,South Station,Back Bay,3.45,16.0
Lyft,Lyft XL,West End,Northeastern University,2.79,16.5
Lyft,Lux Black XL,North Station,Fenway,3.23,38.5
Lyft,Lyft,Fenway,Beacon Hill,2.48,9.0
Lyft,Lyft XL,Fenway,West End,2.92,16.5
Uber,UberXL,Back Bay,North End,2.34,18.5
Uber,WAV,Fenway,Beacon Hill,2.32,10.5
Uber,UberX,Northeastern University,Beacon Hill,2.56,10.5
Uber,UberX,North End,West End,1.0,8.5
Uber,UberXL,Beacon Hill,Fenway,2.46,16.0
Uber,UberX,South Station,North Station,2.17,9.5
Uber,Black,Boston University,North Station,3.01,25.0
Lyft,Lyft,Beacon Hill,Northeastern University,2.42,10.5
Lyft,Lux Black XL,North End,Financial District,1.28,26.0
Lyft,Lux Black XL,Back Bay,Fenway,1.57,27.5
Uber,UberPool,North End,Back Bay,7.34,15.5
Lyft,Lux Black,Theatre District,Haymarket Square,1.23,16.5
Lyft,Lux Black XL,Haymarket Square,Financial District,1.25,26.0
Lyft,Lux,South Station,Theatre District,0.59,10.5
Uber,Black,Northeastern University,Beacon Hill,1.92,19.5
Lyft,Lyft,Beacon Hill,Fenway,2.62,10.5
Lyft,Lyft XL,Northeastern University,Financial District,4.32,22.5
Lyft,Lyft XL,South Station,Back Bay,1.34,13.5
Lyft,Lux Black XL,Fenway,Financial District,4.58,42.5
Lyft,Lux,West End,Boston University,3.07,22.5
Uber,UberPool,North End,West End,1.23,7.0
Uber,UberPool,Haymarket Square,West End,0.72,7.5
Uber,UberXL,Beacon Hill,North End,1.46,12.0
Lyft,Lux,South Station,North Station,2.13,16.5
Lyft,Lyft XL,Northeastern University,Financial District,3.37,16.5
Lyft,Shared,West End,Fenway,2.78,7.0
Lyft,Shared,Back Bay,South Station,2.14,7.0
Lyft,Lux,Beacon Hill,North End,2.42,16.5
Uber,UberXL,Financial District,Haymarket Square,0.99,10.5
Lyft,Shared,North End,West End,1.05,5.0
Uber,Black,Haymarket Square,Financial District,1.25,16.0
Uber,Black SUV,North End,Theatre District,1.8,26.0
Lyft,Shared,South Station,Financial District,0.44,3.0
Uber,UberXL,Haymarket Square,Back Bay,2.32,15.5
Lyft,Lux Black,Back Bay,North End,2.51,22.5
Uber,UberX,Financial District,Haymarket Square,0.82,8.5
Lyft,Lyft XL,Boston University,Financial District,5.41,22.5
Lyft,Lyft,Northeastern University,Beacon Hill,2.5,10.5
Lyft,Lyft XL,Boston University,North Station,3.11,16.5
Lyft,Lux Black,Theatre District,Boston University,2.98,26.0
Lyft,Shared,West End,Boston University,3.1,7.0
Uber,UberX,North End,Financial District,1.21,7.0
Lyft,Lyft XL,Boston University,Theatre District,3.06,22.5
Lyft,Lyft XL,Fenway,North Station,3.19,19.5
Lyft,Shared,Financial District,North End,1.13,5.0
Uber,UberX,Theatre District,Boston University,2.45,11.5
Uber,UberPool,Financial District,Haymarket Square,0.99,6.5
Lyft,Lyft XL,West End,North End,1.24,13.5
Uber,UberPool,Northeastern University,North Station,3.42,24.5
Uber,UberXL,North End,Beacon Hill,2.21,14.0
Uber,Black,Fenway,West End,2.84,24.0
Lyft,Lyft XL,Boston University,Beacon Hill,2.32,16.5
Uber,UberPool,South Station,Beacon Hill,1.35,10.0
Uber,Black,Back Bay,Boston University,1.56,15.0
Uber,WAV,Financial District,Haymarket Square,0.99,7.0
Lyft,Lux Black XL,Theatre District,South Station,1.13,26.0
Lyft,Shared,Northeastern University,North Station,3.32,7.0
Uber,Black SUV,Haymarket Square,Beacon Hill,1.35,27.5
Lyft,Lux Black XL,Fenway,North Station,3.2,32.5
Lyft,Lyft,North End,Back Bay,2.65,11.0
Uber,Black SUV,Northeastern University,Beacon Hill,1.97,25.0
Uber,UberXL,North End,West End,1.0,13.0
Lyft,Lyft,Back Bay,North End,2.52,13.5
Uber,Black,Northeastern University,Beacon Hill,1.92,18.5
Lyft,Lux Black,Beacon Hill,Fenway,2.43,22.5
Lyft,Lux Black,Financial District,Northeastern University,4.17,32.5
Lyft,Lux Black XL,Theatre District,North End,1.54,27.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.34,26.0
Uber,WAV,Financial District,South Station,0.54,7.0
Uber,Black,Financial District,Northeastern University,6.91,38.0
Lyft,Lux Black XL,Haymarket Square,Theatre District,1.75,27.5
Uber,UberXL,Beacon Hill,Northeastern University,2.61,14.0
Uber,UberX,Beacon Hill,South Station,2.5,10.5
Uber,Black SUV,South Station,Theatre District,0.55,26.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Lyft,Lux Black XL,Beacon Hill,Northeastern University,2.41,30.0
Lyft,Lux Black XL,Theatre District,South Station,1.1,27.5
Uber,UberXL,Boston University,North Station,3.01,18.5
Lyft,Lyft XL,West End,Boston University,3.14,16.5
Lyft,Shared,Back Bay,Fenway,1.43,3.5
Uber,UberXL,North Station,Northeastern University,3.22,24.0
Lyft,Shared,North Station,Boston University,3.55,7.0
Lyft,Shared,North Station,South Station,1.94,5.0
Uber,WAV,Fenway,Theatre District,2.66,9.5
Lyft,Lyft XL,South Station,North Station,2.1,13.5
Uber,UberXL,West End,Northeastern University,2.86,24.0
Lyft,Lux,Northeastern University,Back Bay,1.07,13.5
Lyft,Lyft,North Station,Northeastern University,3.26,11.0
Lyft,Lyft XL,Back Bay,North End,2.9,19.5
Uber,UberPool,Haymarket Square,Financial District,1.25,6.5
Lyft,Lyft,Boston University,Financial District,5.41,13.5
Lyft,Shared,Haymarket Square,Financial District,1.0,5.0
Uber,UberPool,West End,North End,1.11,6.5
Uber,UberX,Haymarket Square,West End,0.72,7.0
Uber,UberXL,Northeastern University,West End,3.12,19.5
Uber,UberXL,Back Bay,North End,3.61,20.5
Uber,UberPool,South Station,Beacon Hill,2.48,9.0
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Uber,UberPool,Back Bay,Northeastern University,1.64,7.0
Lyft,Lyft XL,Beacon Hill,Northeastern University,2.46,13.5
Uber,UberXL,South Station,Financial District,0.39,9.5
Uber,UberX,West End,South Station,1.71,11.5
Lyft,Lyft XL,Boston University,Beacon Hill,2.25,13.5
Uber,Black SUV,Financial District,Haymarket Square,0.82,27.5
Lyft,Lyft XL,Fenway,Back Bay,1.43,16.5
Lyft,Shared,Beacon Hill,Fenway,2.43,9.0
Uber,Black,Theatre District,Fenway,2.66,20.5
Uber,WAV,Boston University,Theatre District,2.62,9.5
Uber,UberXL,Haymarket Square,North Station,0.56,9.5
Uber,UberPool,Fenway,Theatre District,2.66,11.0
Lyft,Lux Black,Back Bay,Haymarket Square,2.31,22.5
Uber,Black,Fenway,Financial District,4.48,31.5
Lyft,Lux,Haymarket Square,West End,0.75,10.5
Lyft,Shared,West End,Boston University,3.05,7.0
Uber,UberX,North Station,Northeastern University,3.2,11.5
Uber,UberPool,South Station,Theatre District,0.55,6.0
Lyft,Shared,North End,Theatre District,1.72,5.0
Lyft,Lux Black XL,South Station,North Station,2.13,27.5
Lyft,Lux Black XL,Fenway,Theatre District,3.13,34.0
Uber,Black SUV,North Station,Northeastern University,3.24,33.0
Uber,UberXL,North Station,Northeastern University,3.22,17.0
Lyft,Lyft,Beacon Hill,Fenway,2.4,9.0
Lyft,Lux Black XL,Haymarket Square,North Station,0.73,27.5
Uber,Black,North Station,South Station,2.29,19.5
Uber,WAV,Financial District,South Station,0.78,6.0
Lyft,Lux Black,Beacon Hill,Haymarket Square,1.34,16.5
Uber,WAV,North Station,Northeastern University,3.22,9.5
Uber,Black SUV,Haymarket Square,North Station,0.56,26.0
Lyft,Shared,Beacon Hill,Boston University,2.64,3.5
Uber,UberPool,Haymarket Square,Theatre District,1.61,9.0
Lyft,Lux Black XL,Fenway,Beacon Hill,2.41,38.5
Uber,UberPool,North Station,Fenway,3.07,9.0
Uber,UberPool,Back Bay,Northeastern University,1.64,6.5
Lyft,Lyft,Theatre District,Northeastern University,2.01,9.0
Lyft,Lyft XL,Haymarket Square,Back Bay,2.31,13.5
Uber,UberX,North End,West End,0.98,7.0
Uber,UberXL,South Station,West End,2.14,13.0
Uber,UberPool,Beacon Hill,South Station,2.58,8.0
Lyft,Lyft,Boston University,Back Bay,1.47,9.0
Lyft,Shared,North Station,Boston University,3.54,11.0
Uber,Black SUV,Beacon Hill,Boston University,2.79,33.5
Uber,Black SUV,South Station,Theatre District,0.55,27.5
Uber,Black,Haymarket Square,Beacon Hill,1.23,18.5
Lyft,Shared,Boston University,North Station,3.17,7.0
Uber,UberXL,Northeastern University,North Station,3.3,19.5
Uber,UberPool,South Station,Theatre District,0.55,7.5
Uber,UberX,Back Bay,North End,3.61,12.5
Uber,UberPool,Beacon Hill,Boston University,2.79,7.0
Uber,Black SUV,Back Bay,Northeastern University,1.64,25.0
Lyft,Lux,West End,Fenway,2.84,38.5
Lyft,Lux Black,North End,West End,1.07,16.5
Lyft,Shared,Financial District,Northeastern University,3.87,7.0
Lyft,Lyft,Financial District,Northeastern University,4.07,13.5
Uber,Black SUV,Theatre District,Haymarket Square,1.18,27.5
Uber,UberX,Financial District,Haymarket Square,0.99,7.0
Uber,WAV,North End,West End,1.23,8.0
Uber,UberXL,Haymarket Square,Beacon Hill,1.23,13.5
Lyft,Lyft XL,Back Bay,South Station,2.08,16.5
Lyft,Lux Black XL,Fenway,North Station,3.14,34.0
Uber,UberXL,North End,Financial District,1.21,12.0
Lyft,Lux Black XL,North Station,Boston University,3.49,38.5
Lyft,Lux,Boston University,Back Bay,1.51,22.5
Uber,UberX,Back Bay,Boston University,1.56,7.5
Uber,UberXL,Financial District,North End,1.04,12.5
Lyft,Shared,North End,Financial District,1.27,3.0
Uber,Black SUV,North Station,North End,0.92,26.0
Uber,WAV,North Station,Northeastern University,3.22,16.0
Uber,WAV,Boston University,Beacon Hill,2.27,15.0
Uber,UberX,North Station,Northeastern University,3.22,12.5
Lyft,Lyft XL,Financial District,Northeastern University,4.25,19.5
Lyft,Lux Black,North Station,South Station,1.7,19.5
Lyft,Lux Black,Beacon Hill,South Station,2.58,22.5
Lyft,Lux,Boston University,Back Bay,1.47,13.5
Uber,Black SUV,Beacon Hill,Haymarket Square,1.36,27.5
Lyft,Lyft XL,North Station,Boston University,3.52,16.5
Lyft,Lyft XL,Northeastern University,West End,3.07,16.5
Uber,UberXL,North End,Financial District,1.21,12.0
Lyft,Lux Black XL,West End,Northeastern University,2.84,34.0
Uber,UberPool,Northeastern University,Beacon Hill,2.2,10.0
Lyft,Lux Black XL,South Station,Theatre District,0.61,26.0
Uber,UberXL,North Station,South Station,2.29,26.0
Lyft,Lux Black XL,Financial District,South Station,0.64,27.5
Uber,UberXL,Financial District,Boston University,4.72,28.5
Uber,UberPool,Northeastern University,Beacon Hill,1.92,8.5
Lyft,Lux Black XL,North Station,North End,1.01,27.5
Uber,UberPool,Fenway,North Station,3.05,10.0
Uber,UberX,Back Bay,Fenway,1.6,8.0
Uber,UberPool,Fenway,West End,2.84,7.0
Lyft,Lyft XL,Fenway,North Station,3.21,16.5
Lyft,Lux Black,Haymarket Square,North Station,0.75,16.5
Lyft,Lyft XL,Back Bay,Boston University,1.52,13.5
Lyft,Lux Black,West End,Fenway,2.8,26.0
Lyft,Lyft XL,Fenway,West End,2.95,16.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Lyft,Lyft XL,North End,Theatre District,1.75,13.5
Uber,UberPool,Theatre District,Boston University,2.98,8.0
Lyft,Lyft,Haymarket Square,Theatre District,1.66,7.0
Uber,Black SUV,Haymarket Square,Theatre District,1.61,27.5
Lyft,Shared,Theatre District,Northeastern University,2.01,5.0
Uber,UberPool,Boston University,West End,2.8,10.0
Uber,UberXL,Haymarket Square,Financial District,1.25,11.5
Uber,Black SUV,Northeastern University,Financial District,7.46,46.5
Lyft,Lyft XL,Haymarket Square,West End,0.92,11.0
Lyft,Lux Black XL,Theatre District,North End,1.54,27.5
Lyft,Shared,Theatre District,South Station,1.15,5.0
Uber,UberPool,Fenway,West End,2.84,11.0
Lyft,Lyft,Theatre District,Haymarket Square,1.24,7.0
Lyft,Lux Black,Northeastern University,Back Bay,1.05,16.5
Uber,Black,Boston University,Back Bay,1.39,16.0
