carat,cut,color,clarity,price,x,y,z
1.2,Ideal,F,VS2,8669,6.84,6.79,4.22
0.84,Premium,D,VS1,4365,6.15,6.06,3.7
0.34,Ideal,G,VS2,765,4.51,4.48,2.76
1.0,Ideal,I,SI2,3276,6.38,6.35,3.98
0.76,Very Good,E,VS2,3111,5.88,5.93,3.6
1.11,Fair,H,SI1,5178,6.42,6.39,4.21
0.56,Ideal,E,VS1,2117,5.34,5.29,3.25
0.32,Very Good,H,SI2,517,4.37,4.34,2.75
0.7,Very Good,I,VS1,2394,5.63,5.58,3.54
2.32,Fair,H,I1,6860,7.93,7.9,5.58
1.51,Ideal,J,VS1,8170,7.28,7.33,4.52
1.08,Ideal,E,VS2,7548,6.62,6.57,4.09
0.3,Ideal,E,VS2,844,4.3,4.28,2.67
1.23,Very Good,I,SI1,5763,6.9,6.94,4.19
1.01,Good,F,VS2,6159,6.29,6.39,4.0
1.71,Ideal,H,VS2,13445,7.59,7.63,4.76
1.12,Ideal,H,SI1,5521,6.64,6.68,4.12
0.38,Ideal,F,VS1,879,4.72,4.75,2.84
0.71,Ideal,E,VS1,3238,5.66,5.69,3.56
0.85,Fair,I,SI1,2493,5.88,5.79,3.84
0.5,Premium,G,VS1,1624,5.07,5.11,3.18
1.09,Premium,H,VS2,5677,6.73,6.66,4.0
0.42,Premium,F,VS1,1103,4.88,4.84,2.91
0.55,Premium,H,SI2,1011,5.33,5.3,3.18
0.35,Premium,E,VS1,718,4.47,4.5,2.79
1.02,Premium,F,SI2,4238,6.53,6.5,3.9
0.28,Ideal,E,VS2,598,4.22,4.24,2.6
1.08,Premium,E,SI2,4742,6.68,6.61,4.0
0.41,Premium,H,SI1,876,4.75,4.71,2.92
0.3,Premium,D,VS2,911,4.35,4.33,2.62
1.06,Ideal,H,SI1,4196,6.53,6.48,4.08
0.71,Ideal,E,SI1,3360,5.8,5.84,3.54
0.53,Good,I,SI1,1033,5.14,5.17,3.16
0.73,Ideal,G,VVS1,3913,5.76,5.79,3.56
1.01,Good,D,VS2,6912,6.28,6.35,3.9
0.64,Ideal,F,VS2,2189,5.53,5.49,3.43
0.76,Ideal,H,SI1,2765,5.88,5.91,3.61
0.54,Ideal,G,VVS2,2090,5.3,5.22,3.23
1.21,Very Good,G,VVS2,9942,7.01,7.05,4.17
1.0,Ideal,D,SI1,5639,6.3,6.38,3.98
1.59,Ideal,I,SI1,9813,7.56,7.72,4.6
0.36,Ideal,F,VS1,803,4.59,4.61,2.82
0.92,Good,D,SI2,3843,6.29,6.38,3.82
0.91,Premium,H,SI1,3475,6.22,6.26,3.8
0.23,Very Good,E,VVS2,505,3.95,3.97,2.44
0.52,Premium,G,SI2,1121,5.29,5.21,3.11
0.34,Premium,H,VS2,537,4.47,4.5,2.74
0.72,Premium,J,VS2,1846,5.74,5.76,3.53
1.55,Ideal,E,VS2,15293,7.39,7.45,4.59
0.4,Ideal,G,VVS1,1059,4.75,4.77,2.94
0.91,Ideal,H,SI2,3363,6.31,6.27,3.79
0.52,Ideal,H,VVS1,1625,5.17,5.2,3.19
1.16,Ideal,I,VS2,5302,6.78,6.75,4.16
1.5,Ideal,H,VS1,12702,7.29,7.34,4.57
1.52,Ideal,D,VS2,15922,7.36,7.4,4.58
1.01,Good,G,SI1,4588,6.33,6.37,4.04
1.63,Ideal,G,VS1,15697,7.56,7.6,4.68
0.42,Very Good,D,VS1,912,4.91,4.95,2.88
0.5,Ideal,I,SI2,895,5.11,5.14,3.19
0.7,Very Good,E,SI2,2066,5.73,5.65,3.59
1.0,Premium,F,SI2,4155,6.4,6.37,3.79
1.52,Ideal,I,SI2,7661,7.47,7.38,4.47
0.9,Premium,D,SI1,3568,6.16,6.09,3.78
0.73,Very Good,F,VS2,2855,5.7,5.75,3.58
0.31,Premium,G,VVS1,816,4.37,4.4,2.66
0.54,Ideal,D,VVS1,3139,5.28,5.25,3.23
0.9,Good,E,VS1,4353,6.12,6.07,3.95
0.7,Ideal,F,SI1,2635,5.7,5.75,3.54
1.02,Premium,F,SI1,5686,6.58,6.53,3.94
1.02,Ideal,I,SI2,3786,6.54,6.57,3.98
1.15,Ideal,E,VS2,9967,6.73,6.76,4.14
0.3,Premium,F,VS2,776,4.39,4.36,2.65
0.43,Premium,F,VS1,1056,4.89,4.93,2.94
0.43,Good,D,SI2,669,4.8,4.81,3.03
1.08,Premium,H,VS1,5111,6.55,6.51,4.08
1.69,Premium,F,VS2,16583,7.87,7.78,4.59
0.84,Ideal,J,VS2,2376,6.17,6.12,3.73
0.6,Ideal,E,VS2,2189,5.45,5.44,3.33
1.01,Premium,E,VS2,6488,6.39,6.43,4.0
0.31,Very Good,I,VS1,489,4.29,4.32,2.71
1.62,Ideal,I,VVS1,12186,7.54,7.56,4.64
0.36,Ideal,F,VS2,875,4.6,4.62,2.81
1.52,Fair,G,VS2,10623,7.72,7.67,4.26
0.3,Ideal,F,VVS1,857,4.3,4.34,2.69
0.45,Premium,E,SI1,1091,4.88,4.84,3.05
0.91,Very Good,E,VS2,4759,6.13,6.21,3.84
0.73,Very Good,E,VS2,3307,5.71,5.8,3.54
0.37,Ideal,G,VVS2,1073,4.66,4.7,2.84
0.7,Very Good,F,SI1,2100,5.61,5.5,3.51
1.02,Very Good,H,SI1,4875,6.47,6.53,3.98
0.33,Premium,H,VVS1,965,4.44,4.42,2.72
0.7,Premium,H,VS2,2330,5.71,5.74,3.48
1.5,Very Good,E,SI2,8291,7.31,7.35,4.56
0.4,Ideal,G,VS1,877,4.72,4.74,2.94
0.33,Very Good,E,SI1,579,4.39,4.45,2.77
0.85,Ideal,D,VVS1,7230,6.05,6.11,3.77
0.38,Ideal,I,VVS2,721,4.64,4.69,2.89
0.37,Ideal,E,SI1,649,4.55,4.6,2.87
1.12,Very Good,G,SI1,5361,6.69,6.73,4.1
0.32,Ideal,G,VVS2,708,4.41,4.43,2.74
0.3,Ideal,H,VVS2,776,4.34,4.3,2.66
1.33,Fair,E,SI2,4916,6.93,6.89,4.49
0.58,Very Good,J,VS2,1090,5.28,5.33,3.33
1.51,Very Good,E,VS2,13757,7.24,7.17,4.56
0.7,Very Good,I,VS2,1666,5.64,5.71,3.53
0.57,Ideal,D,VS1,2043,5.33,5.39,3.3
0.3,Premium,G,VS1,776,4.32,4.28,2.66
0.64,Good,F,SI1,1646,5.76,5.65,3.3
1.06,Premium,D,SI2,4155,6.55,6.52,3.98
1.0,Fair,J,SI1,3175,6.33,6.12,4.08
1.51,Premium,D,VS2,14773,7.43,7.33,4.44
0.31,Ideal,E,VS2,680,4.38,4.41,2.66
0.33,Ideal,G,VS1,699,4.46,4.49,2.75
0.31,Good,D,SI1,571,4.28,4.3,2.72
0.36,Ideal,D,VS1,1095,4.6,4.63,2.82
0.51,Ideal,G,VVS2,1974,5.12,5.1,3.2
0.32,Premium,G,VS2,561,4.48,4.52,2.69
1.09,Very Good,J,VS2,4372,6.56,6.63,4.11
0.71,Very Good,G,VS2,2671,5.69,5.72,3.53
1.01,Premium,G,VVS2,7466,6.44,6.37,3.95
0.51,Good,D,VVS2,2174,5.07,5.1,3.21
1.5,Good,I,SI1,8161,7.12,7.16,4.49
0.3,Very Good,D,SI1,479,4.32,4.35,2.55
0.34,Premium,D,SI1,626,4.42,4.45,2.78
1.0,Good,D,VS1,6250,6.27,6.21,3.99
0.71,Premium,D,SI1,2249,5.81,5.79,3.37
1.07,Very Good,E,VS2,6120,6.53,6.6,4.1
1.01,Ideal,I,SI1,4413,6.4,6.44,4.01
0.23,Very Good,D,VVS2,530,3.92,3.96,2.42
1.31,Premium,H,SI2,6236,7.04,7.0,4.31
0.3,Premium,G,VS1,776,4.32,4.29,2.66
0.42,Ideal,I,VVS1,884,4.77,4.8,3.0
2.04,Premium,I,VS2,16768,8.14,8.08,4.95
0.32,Ideal,E,VVS2,883,4.41,4.46,2.71
1.2,Good,G,VS2,7380,6.72,6.76,4.19
0.72,Ideal,F,SI1,2870,5.72,5.79,3.54
1.01,Very Good,G,VVS1,7412,6.42,6.33,4.02
1.05,Ideal,F,VVS2,10874,6.54,6.56,4.07
1.0,Very Good,E,I1,3300,6.32,6.35,3.99
1.02,Very Good,H,VS2,5217,6.42,6.45,4.02
0.49,Premium,F,SI2,1073,5.09,5.04,3.15
0.58,Ideal,F,SI1,1705,5.37,5.33,3.33
0.51,Premium,E,VS2,1567,5.12,5.09,3.14
1.57,Premium,H,VVS2,12098,7.47,7.43,4.63
0.7,Very Good,F,VS2,2737,5.59,5.65,3.46
0.91,Good,F,SI1,3893,5.99,6.03,3.97
0.31,Very Good,G,VS1,640,4.36,4.4,2.71
0.41,Ideal,D,SI2,876,4.75,4.72,2.97
0.37,Premium,G,VS2,649,4.67,4.71,2.78
0.41,Ideal,E,VS2,999,4.79,4.74,2.96
0.31,Ideal,E,SI2,435,4.41,4.44,2.66
1.5,Fair,E,VS1,15584,7.14,7.07,4.65
1.21,Fair,H,SI1,3862,6.49,6.42,4.49
1.0,Ideal,I,SI1,3472,6.47,6.42,3.77
1.11,Ideal,J,VS1,4854,6.67,6.72,4.13
0.44,Ideal,I,VS2,732,4.91,4.95,3.05
0.3,Ideal,J,VS2,384,4.29,4.34,2.68
0.71,Good,E,SI2,2390,5.63,5.66,3.51
0.8,Ideal,G,SI1,2867,5.96,5.91,3.64
0.31,Ideal,E,VVS2,791,4.35,4.39,2.68
0.58,Good,F,VS1,2084,5.37,5.44,3.36
1.2,Ideal,F,SI1,7463,6.87,6.9,4.24
2.01,Ideal,I,SI1,15140,8.08,8.01,5.03
0.5,Good,E,SI1,1316,5.04,5.09,3.23
1.69,Ideal,H,I1,6757,7.66,7.61,4.73
0.43,Very Good,E,VVS2,1291,4.95,4.97,2.94
0.25,Premium,E,VS1,558,4.13,4.11,2.5
1.25,Ideal,I,SI2,5355,6.92,6.85,4.27
0.71,Very Good,E,VS2,2450,5.6,5.57,3.54
1.01,Premium,F,SI2,4497,6.42,6.38,3.98
0.27,Very Good,F,VVS1,604,4.13,4.16,2.56
1.51,Ideal,E,VS2,14844,7.31,7.24,4.57
1.31,Ideal,H,VS1,8429,7.02,7.05,4.33
1.72,Premium,I,VS2,11360,7.91,7.87,4.6
0.37,Very Good,E,VS1,738,4.54,4.6,2.91
0.32,Premium,G,IF,954,4.37,4.41,2.72
0.55,Ideal,H,VVS1,1845,5.27,5.3,3.27
1.2,Very Good,D,SI2,4758,6.61,6.56,4.18
1.2,Very Good,H,SI2,5221,6.67,6.71,4.25
0.7,Ideal,I,VVS2,2487,5.68,5.72,3.55
0.31,Ideal,G,IF,891,4.35,4.37,2.7
2.03,Very Good,I,SI2,14239,8.11,8.15,5.06
0.9,Very Good,D,SI1,4068,6.11,6.14,3.83
1.06,Ideal,F,SI1,5655,6.51,6.53,4.05
1.01,Very Good,F,VS2,6196,6.58,6.65,3.91
0.51,Very Good,E,SI2,1427,5.18,5.25,3.09
0.78,Very Good,F,SI1,3267,5.85,5.89,3.66
1.73,Very Good,J,VS2,9510,7.72,7.76,4.71
0.32,Very Good,H,VS2,505,4.33,4.37,2.74
0.96,Good,D,SI1,4693,6.29,6.33,3.85
1.01,Premium,G,VS1,6618,6.46,6.38,4.02
0.51,Premium,G,VS1,1591,5.2,5.16,3.16
1.04,Premium,G,SI1,5223,6.47,6.41,4.04
0.45,Very Good,F,SI2,729,4.9,4.95,3.03
1.2,Premium,F,VVS2,10064,6.98,6.87,4.19
0.38,Very Good,F,VS2,906,4.64,4.68,2.89
1.67,Ideal,F,VS2,17194,7.58,7.62,4.7
0.6,Very Good,D,SI1,1750,5.4,5.44,3.37
0.28,Ideal,E,VS1,598,4.17,4.2,2.59
1.54,Premium,G,VS2,13292,7.51,7.44,4.5
0.55,Premium,F,VS1,1832,5.32,5.29,3.2
0.57,Ideal,F,SI2,1308,5.34,5.4,3.34
0.31,Premium,D,VS2,816,4.4,4.37,2.74
0.71,Very Good,E,SI1,2420,5.72,5.76,3.56
0.24,Very Good,D,VS1,367,3.96,3.99,2.43
1.06,Ideal,G,VVS2,8726,6.52,6.55,4.01
0.76,Ideal,D,VS2,3293,5.95,5.92,3.57
0.3,Ideal,D,VS2,710,4.29,4.33,2.68
1.1,Ideal,I,SI1,4868,6.63,6.7,4.05
1.6,Premium,J,VS1,9032,7.52,7.49,4.6
1.03,Ideal,D,SI2,5013,6.46,6.52,4.01
0.33,Premium,E,SI1,743,4.56,4.51,2.68
1.01,Ideal,G,VS2,6295,6.52,6.57,3.9
0.41,Very Good,G,VS1,899,4.81,4.85,2.92
0.9,Ideal,I,VS2,3805,6.24,6.2,3.81
0.3,Ideal,G,SI2,422,4.33,4.34,2.66
0.61,Ideal,H,VS1,1706,5.4,5.49,3.36
0.91,Very Good,F,SI1,4049,6.08,6.15,3.81
0.3,Premium,D,VS2,911,4.3,4.28,2.67
0.41,Premium,H,SI1,984,4.81,4.77,2.96
0.73,Ideal,D,SI1,3189,5.8,5.76,3.57
0.85,Ideal,G,SI1,3118,6.26,6.17,3.75
0.42,Ideal,F,SI1,931,4.82,4.84,2.97
0.38,Ideal,H,VS2,660,4.62,4.65,2.89
2.6,Premium,J,SI2,17209,9.05,8.94,5.24
1.74,Ideal,J,VS1,11194,7.85,7.79,4.78
1.28,Premium,H,SI1,6946,7.0,6.94,4.34
0.72,Very Good,G,SI2,2218,5.67,5.71,3.52
0.78,Premium,F,VS1,3342,6.0,5.95,3.62
0.3,Ideal,E,VVS2,766,4.28,4.32,2.68
0.6,Very Good,F,SI1,1715,5.39,5.45,3.35
1.2,Ideal,D,SI2,6636,6.81,6.84,4.16
0.71,Very Good,H,SI1,2188,5.72,5.76,3.57
1.0,Good,E,VS2,6050,6.57,6.61,3.78
2.44,Very Good,J,SI1,17472,8.58,8.62,5.41
1.21,Very Good,J,VS1,5267,6.87,6.9,4.19
0.29,Very Good,E,VS1,504,4.23,4.29,2.63
1.64,Premium,F,SI1,12821,7.65,7.59,4.67
2.05,Ideal,J,VS2,14111,8.16,8.24,5.05
0.35,Ideal,G,VVS2,820,4.53,4.56,2.81
1.0,Ideal,E,SI1,5396,6.41,6.34,3.97
0.3,Ideal,H,IF,764,4.29,4.31,2.67
0.36,Ideal,G,VVS1,1080,4.63,4.57,2.8
0.4,Very Good,J,VS2,596,4.7,4.75,2.97
0.34,Very Good,I,SI1,447,4.45,4.49,2.74
0.58,Fair,E,VS1,2192,5.52,5.49,3.19
1.21,Premium,H,VS2,6708,7.01,6.98,4.11
0.4,Good,D,SI2,599,4.64,4.7,2.99
0.61,Very Good,D,VS1,2429,5.42,5.45,3.39
1.07,Ideal,I,VS1,5302,6.56,6.5,4.05
0.6,Ideal,H,VS2,1442,5.42,5.46,3.38
0.31,Ideal,E,VS2,680,4.34,4.39,2.7
0.73,Premium,G,I1,1395,5.82,5.74,3.61
0.3,Very Good,D,VS2,710,4.23,4.28,2.66
0.3,Ideal,E,VS2,658,4.28,4.3,2.67
1.01,Very Good,G,SI1,4672,6.33,6.28,4.0
0.7,Very Good,G,VVS2,2905,5.78,5.82,3.44
0.7,Ideal,H,VVS1,3175,5.78,5.82,3.49
0.3,Very Good,H,VS2,473,4.32,4.35,2.64
0.78,Fair,E,SI2,2721,5.7,5.66,3.6
0.33,Premium,G,VS2,743,4.49,4.46,2.71
0.7,Premium,E,VS1,2930,5.7,5.74,3.45
0.33,Ideal,E,VVS1,984,4.46,4.48,2.76
0.71,Ideal,F,VS2,3116,5.77,5.79,3.54
1.08,Ideal,H,VS2,5745,6.61,6.64,4.1
1.61,Very Good,E,SI2,10293,7.39,7.49,4.66
0.92,Very Good,G,SI1,3817,6.19,6.26,3.83
0.32,Ideal,G,IF,918,4.39,4.42,2.72
0.63,Very Good,E,SI1,1952,5.48,5.51,3.36
0.74,Ideal,F,VS2,3171,5.79,5.83,3.61
0.52,Very Good,I,SI1,978,5.06,5.12,3.18
0.25,Ideal,F,VVS2,705,4.06,4.07,2.51
2.05,Ideal,H,SI1,17006,8.09,8.14,5.02
2.1,Good,H,SI1,12121,8.1,8.07,5.15
0.92,Premium,D,SI1,5028,6.24,6.14,3.87
0.4,Ideal,E,SI1,673,4.74,4.78,2.96
0.95,Premium,D,SI2,4341,6.37,6.35,3.82
1.32,Very Good,H,SI1,7119,7.02,7.09,4.4
1.26,Very Good,H,VS2,7567,6.89,6.84,4.38
0.51,Ideal,G,VS2,1443,5.18,5.11,3.19
0.39,Very Good,F,IF,1131,4.73,4.77,2.89
1.21,Ideal,F,VVS1,12613,6.82,6.86,4.24
0.4,Good,G,SI2,672,4.76,4.82,2.91
0.96,Fair,J,I1,2304,6.28,6.23,3.72
1.2,Very Good,G,SI1,5607,6.7,6.75,4.24
0.72,Ideal,E,VVS2,3093,5.76,5.74,3.57
0.9,Good,J,VVS2,3193,6.42,6.37,3.67
0.3,Very Good,E,VS2,658,4.24,4.26,2.65
0.74,Ideal,E,SI1,2872,5.74,5.78,3.59
0.4,Ideal,H,VVS2,877,4.7,4.75,2.94
0.39,Ideal,J,VS2,642,4.71,4.74,2.89
1.01,Good,J,VS2,3655,6.3,6.35,3.97
0.4,Very Good,H,VS2,895,4.75,4.66,2.97
1.03,Ideal,F,I1,3507,6.54,6.51,3.99
0.3,Ideal,H,VS2,491,4.26,4.29,2.67
0.3,Very Good,D,SI1,662,4.31,4.27,2.72
0.32,Very Good,E,VS2,702,4.43,4.49,2.7
0.32,Very Good,I,VS2,449,4.34,4.39,2.75
0.33,Very Good,E,SI1,693,4.45,4.42,2.8
0.4,Premium,D,VVS2,1323,4.77,4.75,2.96
1.5,Good,H,SI2,7500,7.18,7.15,4.61
1.55,Ideal,I,VS1,10384,7.42,7.58,4.61
0.52,Very Good,E,SI1,1389,5.1,5.14,3.21
0.55,Ideal,D,VS2,2459,5.33,5.38,3.22
0.34,Ideal,I,VS1,501,4.49,4.51,2.79
1.02,Ideal,G,VVS1,8168,6.44,6.47,3.97
0.55,Premium,D,VS2,1928,5.28,5.29,3.24
1.53,Ideal,G,VS1,16311,7.42,7.52,4.51
1.02,Premium,F,VVS1,9980,6.56,6.46,3.96
2.25,Very Good,H,SI2,14775,8.49,8.38,5.16
0.36,Ideal,D,VS2,776,4.6,4.62,2.86
0.63,Very Good,D,SI1,1939,5.46,5.49,3.44
0.53,Ideal,H,SI1,1197,5.2,5.24,3.25
0.71,Ideal,H,VS2,3189,5.74,5.77,3.56
0.71,Very Good,D,SI1,2690,5.71,5.76,3.49
0.58,Ideal,D,VVS2,2617,5.32,5.4,3.32
1.53,Ideal,F,SI1,11999,7.34,7.39,4.54
0.61,Ideal,E,VS2,2373,5.48,5.45,3.35
2.0,Very Good,I,VS2,16694,8.03,7.98,5.07
0.3,Ideal,F,IF,873,4.37,4.39,2.63
0.24,Very Good,E,VVS2,485,3.96,4.01,2.49
0.31,Premium,G,VVS1,816,4.32,4.35,2.66
0.34,Ideal,H,VS1,620,4.47,4.49,2.79
0.31,Premium,F,VS2,625,4.34,4.38,2.69
0.52,Ideal,G,VS2,1737,5.18,5.21,3.18
0.32,Ideal,G,IF,918,4.4,4.44,2.71
1.01,Premium,I,SI2,4072,6.52,6.5,3.94
1.41,Very Good,H,SI1,7956,7.04,7.08,4.44
0.31,Ideal,D,SI1,732,4.36,4.33,2.72
0.72,Premium,F,SI1,2670,5.85,5.74,3.45
1.07,Ideal,G,VS1,7198,6.59,6.55,4.06
0.4,Premium,G,VS1,1035,4.83,4.74,2.87
0.3,Ideal,E,SI1,499,4.3,4.34,2.64
0.4,Very Good,G,SI2,765,4.7,4.65,2.95
0.3,Ideal,F,VS2,776,4.33,4.3,2.66
1.02,Very Good,I,VS2,4532,6.56,6.6,3.9
0.9,Premium,F,SI2,3556,6.16,6.11,3.76
0.5,Good,D,SI1,1235,5.01,4.94,3.17
0.36,Ideal,G,SI2,505,4.61,4.65,2.83
1.05,Very Good,H,SI2,4158,6.44,6.48,4.07
1.52,Ideal,I,VS1,10214,7.31,7.27,4.59
0.57,Premium,E,SI2,1228,5.32,5.36,3.26
1.08,Ideal,H,SI2,4455,6.71,6.74,3.99
1.23,Very Good,H,VVS1,8405,6.77,6.82,4.25
1.51,Premium,G,VVS2,15164,7.38,7.42,4.51
0.32,Very Good,E,SI1,561,4.38,4.43,2.74
1.01,Premium,H,IF,6702,6.47,6.41,4.0
1.51,Good,D,I1,5979,7.48,7.53,4.28
0.71,Good,D,SI1,2641,5.59,5.63,3.59
0.36,Ideal,E,VS2,747,4.6,4.64,2.82
0.7,Ideal,D,VS1,3529,5.65,5.69,3.56
1.2,Good,I,VS1,5600,6.6,6.65,4.29
1.02,Ideal,H,VVS2,6797,6.5,6.45,4.02
1.5,Ideal,D,VS2,15992,7.27,7.21,4.53
0.31,Ideal,G,IF,891,4.37,4.4,2.64
1.16,Premium,F,SI2,5072,6.71,6.76,4.18
1.55,Ideal,G,VS2,13912,7.45,7.48,4.6
1.5,Very Good,J,VVS2,7840,7.22,7.25,4.54
1.0,Premium,E,VS2,6720,6.38,6.31,3.98
0.37,Ideal,J,SI1,451,4.63,4.67,2.89
1.23,Ideal,H,SI1,5938,6.85,6.89,4.28
0.41,Premium,G,VS1,961,4.77,4.74,2.98
0.71,Premium,G,SI2,2039,5.74,5.78,3.5
0.77,Very Good,G,VS2,2896,6.0,6.05,3.51
0.64,Good,D,SI1,1838,5.69,5.75,3.3
1.51,Ideal,F,SI1,12459,7.33,7.3,4.56
0.46,Very Good,F,VS2,1258,5.06,5.08,3.04
0.32,Ideal,I,IF,864,4.47,4.44,2.71
1.24,Premium,J,SI1,4687,6.9,6.86,4.25
1.5,Good,E,SI1,11368,7.19,7.26,4.55
0.56,Very Good,I,VVS1,1580,5.24,5.28,3.28
1.03,Very Good,H,SI1,5050,6.41,6.53,3.91
0.5,Good,F,SI1,1231,5.21,5.18,3.01
0.8,Very Good,H,VVS2,3036,5.9,5.96,3.73
1.13,Premium,H,SI2,4873,6.68,6.65,4.15
1.51,Very Good,I,VS1,9640,7.34,7.28,4.52
0.31,Ideal,E,VVS1,725,4.38,4.42,2.63
1.0,Fair,J,SI2,2117,6.13,5.86,4.23
0.38,Premium,H,VS2,898,4.61,4.57,2.89
0.71,Ideal,H,SI1,2368,5.73,5.78,3.53
0.62,Premium,F,VS2,2009,5.46,5.39,3.38
0.63,Good,H,IF,2404,5.66,5.7,3.37
0.44,Very Good,D,SI1,849,4.82,4.85,3.04
0.36,Good,E,VVS1,923,4.68,4.74,2.74
0.9,Premium,F,SI2,3553,6.25,6.21,3.78
0.55,Ideal,F,VS2,1698,5.26,5.24,3.29
0.33,Ideal,D,VS2,1002,4.48,4.45,2.76
1.51,Premium,D,SI1,12738,7.51,7.48,4.47
1.0,Ideal,F,VVS2,5914,6.44,6.41,3.94
2.0,Very Good,I,SI2,12221,7.85,7.97,5.04
0.9,Fair,G,VS2,4309,5.99,5.96,3.93
0.71,Very Good,D,VS2,3045,5.67,5.7,3.57
1.14,Premium,H,VS2,6095,6.81,6.74,4.08
0.51,Ideal,I,SI2,991,5.18,5.19,3.18
1.93,Premium,H,VS2,17353,7.91,7.86,4.95
0.4,Premium,F,SI1,737,4.7,4.74,2.94
0.26,Ideal,F,VVS1,814,4.1,4.07,2.56
1.31,Very Good,G,SI2,4714,6.91,6.8,4.35
0.32,Ideal,E,VS1,842,4.49,4.45,2.66
0.54,Ideal,H,VVS2,1696,5.23,5.28,3.21
0.5,Ideal,E,VS2,1554,5.11,5.13,3.18
1.09,Ideal,H,SI1,5125,6.62,6.71,4.07
1.05,Very Good,D,SI1,5255,6.5,6.55,4.02
0.32,Premium,G,VS2,720,4.38,4.36,2.73
1.0,Ideal,E,SI2,4808,6.38,6.41,4.02
1.19,Premium,I,SI2,4438,6.87,6.83,4.22
1.02,Ideal,D,SI2,5426,6.41,6.49,3.98
0.33,Ideal,H,VS2,521,4.45,4.47,2.73
1.8,Ideal,H,VS1,14968,7.76,7.79,4.84
1.05,Very Good,E,VS1,7521,6.53,6.56,4.03
0.6,Premium,E,VS2,1915,5.53,5.48,3.3
0.31,Ideal,G,VVS1,789,4.38,4.42,2.72
1.2,Premium,G,SI1,6586,6.84,6.75,4.23
0.53,Ideal,F,VS1,1832,5.18,5.21,3.24
0.74,Ideal,F,VS1,3170,5.83,5.78,3.58
0.9,Very Good,F,VVS2,5504,6.13,6.09,3.73
0.9,Premium,D,SI2,3740,6.18,6.14,3.76
1.01,Ideal,H,SI1,5200,6.47,6.5,3.92
0.72,Very Good,F,VS1,2804,5.75,5.7,3.56
0.46,Premium,I,IF,1208,5.04,5.02,2.99
0.9,Very Good,D,SI2,4946,6.16,6.2,3.86
1.01,Good,I,SI2,3823,6.34,6.43,4.0
1.51,Premium,H,VVS1,12336,7.42,7.4,4.49
0.78,Ideal,D,SI1,2799,5.91,5.86,3.64
0.92,Premium,F,SI2,3864,6.36,6.29,3.75
1.21,Very Good,H,VS1,7279,6.73,6.79,4.22
1.2,Ideal,G,SI1,7920,6.87,6.88,4.21
0.74,Ideal,G,VS2,2723,5.81,5.78,3.64
1.56,Ideal,G,VS1,16052,7.48,7.44,4.57
0.4,Very Good,J,IF,828,4.68,4.71,2.92
0.7,Ideal,D,VS2,3788,5.69,5.75,3.5
0.3,Premium,G,VVS2,878,4.35,4.31,2.65
0.34,Ideal,G,IF,1014,4.54,4.58,2.74
1.34,Ideal,H,VS2,8094,7.0,7.05,4.36
0.25,Very Good,E,VS2,436,4.01,4.05,2.55
1.04,Premium,G,SI2,4277,6.58,6.52,3.99
0.32,Ideal,D,VS2,972,4.39,4.37,2.71
1.7,Premium,F,VS1,18598,7.71,7.68,4.66
1.02,Very Good,H,SI1,4796,6.38,6.41,4.02
0.32,Premium,F,VS2,828,4.41,4.38,2.71
0.71,Ideal,E,VS2,2654,5.73,5.7,3.53
0.41,Premium,D,SI1,791,4.82,4.85,2.88
0.25,Very Good,E,IF,633,4.1,4.13,2.53
1.21,Ideal,E,VS2,10556,6.86,6.9,4.25
2.0,Very Good,J,SI2,11510,8.02,8.05,5.04
0.67,Premium,F,SI1,1809,5.65,5.63,3.46
0.36,Ideal,D,SI1,626,4.57,4.59,2.85
1.34,Fair,G,SI2,5106,7.03,6.97,4.53
0.24,Good,F,VVS1,492,3.9,3.94,2.54
1.29,Ideal,G,VVS2,10614,6.94,6.97,4.34
0.23,Ideal,F,VS2,498,3.93,3.97,2.43
0.38,Good,D,VS2,871,4.63,4.67,2.95
1.5,Premium,J,SI2,6750,7.36,7.3,4.5
0.7,Very Good,F,SI2,2131,5.68,5.71,3.58
0.3,Ideal,G,VVS1,1013,4.28,4.25,2.67
0.91,Good,F,SI1,3363,6.17,6.08,3.92
0.73,Very Good,G,VVS1,3606,5.7,5.78,3.61
1.23,Ideal,H,VVS2,7387,6.9,6.94,4.24
1.57,Ideal,I,SI1,9460,7.42,7.47,4.64
0.65,Premium,D,SI1,2134,5.61,5.57,3.38
0.56,Ideal,E,VS2,1819,5.32,5.35,3.25
1.01,Premium,G,VVS2,7964,6.45,6.41,3.98
1.03,Ideal,I,SI2,3997,6.5,6.46,4.03
1.5,Very Good,H,SI2,7495,7.16,7.27,4.55
2.01,Premium,H,SI2,16499,8.12,8.02,4.97
0.56,Premium,D,SI1,1814,5.39,5.33,3.21
0.33,Ideal,G,VS2,743,4.47,4.44,2.77
0.94,Premium,D,SI1,4817,6.32,6.27,3.82
0.93,Good,J,VS2,3000,6.16,6.08,3.89
0.34,Ideal,G,IF,974,4.51,4.54,2.8
2.02,Ideal,I,VS2,16018,8.19,8.11,5.01
1.66,Premium,J,SI1,8487,7.72,7.63,4.66
0.7,Ideal,F,VS1,3154,5.72,5.76,3.54
0.32,Ideal,I,SI1,554,4.47,4.42,2.7
0.38,Ideal,I,SI1,593,4.64,4.67,2.88
